orig_idx,arg1,arg2,support [true value],support_label,strategy,pred_attack,pred_support,pred_neither,correct
2049,A strong UKIP vote suggests there's a lot of the British public who aren't on board with the current set-up.,"While the number of immigrants arriving in the country remained virtually unaltered over the period, the increase was driven by a change in the number of people leaving Britain.",2,No Relation,C,0,0,1,1
2139,"In fact, all UKIP seems to talk about now is withdrawl from the EU without any genuine policy around UK's domestic economy.","Mr Farage will tell members at the conference in London that, by the 2015 general election, UKIP will overtake the Lib Dems in terms of its support base.",2,No Relation,C,0,0,1,1
3198,it doesnt need to be proven as there is no underlying math in physics there is,ive studied a lot of biology and to me evolution has indeed been proved,1,Support,C,1,0,0,0
1143,Plenty of survey's have shown UKIP to be the most hated of the main parties.,"It's disappointing for the Conservative Party but we must remain true to our principles, true to our course, and that way we can win people back.",2,No Relation,C,0,0,1,1
756,People are not voting for UKIP because of immigration propaganda but because of their direct experience of immigration.,Mr Farage said the Commission was completely out of touch with the public after it called for a 4.9% increase in its spending next year.,2,No Relation,C,0,0,1,1
2814,the origins of life are the focus of a great deal of study but it focuses more on biochemistry then   evolutionary biology   as there was nothing to evolve before the first cells existed,how are they standing in the way is research into id bannedpretty much especially if anyone who has publically known proid views prior to getting tenure is bound to not get it,1,Support,C,0,0,1,0
1375,UKIP are in no way a single issue party and if Labour or the Conservatives were to give us a referendum UKIP would still have a full manifesto that would attract many voters.,Restrictions on movement of Bulgarians and Romanians within the EU are due to end on 1 January and there have been warnings that the UK could see an influx of migrants.,2,No Relation,C,0,0,1,1
1131,"I sense that Farage is a total megalomaniac, a charlatan, someone who is in it for the attention and the glory and that in a strange way, that many UKIP voters know this but don't seem to mind.","Speaking on Thursday, Mr Clegg said he wanted to make the case for EU membership being vital to the UK's economic prosperity and its security.",2,No Relation,C,0,0,1,1
2167,UKIP are blatantly disregarding the possibility of man made climate change.,"I fear that on climate change and energy policy, political consensus is in danger of breaking down.",1,Support,C,0,1,0,1
676,If anyone seriously thinks that UKIP will offer some kind of answer to our current problems then I think that they are going to be sadly disappointed.,They might be voting for UKIP because they want to have a referendum on Europe.,0,Attack,C,1,0,0,1
3147,i believe that the first chapters of genesis including the ancient history of the hebrew people should be understood within the context of covenant,you skewed whatever argument you were wishing to present by quoting from the cathoic catechism,0,Attack,C,1,0,0,1
411,It's a protest vote because (most) people know that UKIP will never net in power.,What they are interested in is the effect of those treaties on their lives.,2,No Relation,C,1,0,0,0
3663,community is my favourite,not one of my favourites,0,Attack,C,1,0,0,1
374,"The greens and ukip provide encouragement for labour and conservatives alike to address some issues people care about, albeit only lip service to retain votes mainly.",Emma Lewell-Buck made history becoming the constituency's first female MP.,2,No Relation,C,0,0,1,1
1235,Big business will not support UKIP given the devastation that withdrawal from the EU would cause.,The Lib Dems also plan to stand in Humberside but have yet to select a candidate.,2,No Relation,C,0,0,1,1
2555,i was using your rhetorical question to attempt to get a discussion going,it always devolves to this when talking to id proponents,1,Support,C,1,0,0,0
1451,If the other parties do tackle the issues of EU and immigration I'll be more than happy to see UKIP disappear.,"And no nod to those Tory Eurosceptics who wanted more than a prime ministerial promise on an EU referendum by 2017, with no new law to enable a national vote.",2,No Relation,C,1,0,0,0
4035,this film is easily one of the best movies ive ever seen yes it is pretty easy to guess the ending but it still wasnt ruined by that fact it is a work of art it is rewatchable,i completely agree with the op i have just seen this movie and was really blown away by the beauty of it i think ill be rewatching it again real soon,1,Support,C,0,1,0,1
