orig_idx,arg1,arg2,support [true value],support_label,strategy,pred_attack,pred_support,pred_neither,pred_relevance,relevance human labeled
1082,I'm no fan of UKIP but well done to them for initiating a much needed shake up of British politics.,"Ms Champion, chief executive of the Bluebell Wood children's hospice, secured the seat with 9,866 votes.",2,No Relation,C,0,0,1,,
2987,i had always been taught it was the plants,  httpeesc,1,Support,C,0,0,1,,
4016,although the production was executed competently this dark fantasy did not suit my taste at all it felt as if a lot of effort was put into telling a story that wasnt worth telling ,yeah it is a dark story but i do think the story is worth telling i was fascinated how the fantasy was told in backdrop of a fight against fascism,0,Attack,C,1,0,0,,
1411,"Any of the ""working class"" who believe UKIP will represent them have not read a UKIP manifesto!",Olly Neville said that if UKIP wanted to make a real difference it is by representing the people in Westminster politics.,0,Attack,C,1,0,0,,
1440,"The whole UKIP-for-the-working-class narrative is utterly insane since, if we left the EU, the poor would still be competing with cheap foreign labor.","Conservative party vice chairman Michael Fabricant said the party had struggled to present a distinctive message during the Eastleigh election, saying UKIP had managed to connect with traditional blue-collar Tory voters on issues such as crime and immigration in a way the Conservatives had not.",2,No Relation,C,1,0,0,,
2570,months later and i think we can agree pandas did not advocate religion,is   intelligent design   sciencemost definitely yes otherwise no one could argue it was wrong in the first place,0,Attack,C,0,0,1,,
2442, features that appear vestigial and functionless actually serve a function eg, features that appear vestigial and functionless actually serve a function eg,0,Attack,C,0,1,0,,
775,It is because of UKIP that we are finally discussing the European question and about immigration and thank goodness for that.,"Asked about UKIP's future, Mr Titford said he was convinced the party would build on existing support to become a significant force in the British political landscape.",1,Support,C,0,1,0,,
3513,you snipped most of my remarks because you were unable to address them you have no answers and have been reduced to insult,actually i snipped your remarks because you twisted what i said and i am already spending too much time arguing with random complainers and i was in a hurry to do something more important at the time,0,Attack,C,1,0,0,,
3267,answers answers answersthanks,then why is the top of mt everest covered in fossilized clamsbecause nearly all mountains used to be ancient sea floor genius,1,Support,C,1,0,0,,
3730,or cycle,what about a swim,1,Support,C,0,1,0,,
1190,"Much of UKIP's meteoric rise has to do with political correctness, and the fact that ordinary people are sick of it.","Former TV Apprentice Katie Hopkins, from the new I Want a Referendum Party, claimed UKIP talked a lot, but did not deliver.",0,Attack,C,1,0,0,,
160,"Labour should be running scared of UKIP, now the working class are starting to realise that Labour is for middle class socialists and the public sector.",The safest way to protect Britain's interests is to vote Labour.,0,Attack,C,1,0,0,,
2057,UKIP isn't committed exclusively to either right-wing or left-wing ideology and that’s a very good place to be.,"It fell to Ed Miliband to speak for our nation, he said.",2,No Relation,C,0,0,1,,
123,Labour won't have anything to do with UKIP as they are more right-wing than the Tories. ,"The reason for this, he argued is that the three so-called main parties were led by out of touch bunch of college kids who had never done a day's work in their lives.",2,No Relation,C,0,1,0,,
2381,that one is from isaiah ,yes god is by his nature  supernatural,0,Attack,C,0,0,1,,
2416,the name intelligent design is itself a hoax,the name intelligent design is itself a hoax,0,Attack,C,0,1,0,,
1805,"I don't necessarily think Nigel Farage is worthy of PM, I think they need a new leader.","I was delighted to cast my vote for [UKIP leader] Nigel Farage's team in Sussex, where I live, said Lynam.",0,Attack,C,1,0,0,,
620,The only reason we are even having a sensible debate about Europe are UKIP.,He told Sky News that he had no doubt people would seek to write off the Lib Dems on the basis of a single result.,2,No Relation,C,0,0,1,,
445,"UKIP are an independent party and have shown that their appeal is broad, making big dents in staunchly Labour voting areas as well as the recent bi-election successes.",David Cameron has pledged to hold a referendum on Europe in 2017 if the Conservatives win the next election.,2,No Relation,C,0,0,1,,
1844,If anyone seriously thinks that UKIP will offer some kind of answer to our current problems then I think that they are going to be sadly disappointed.,The group suggest that within five years UKIP will have more members than the Tories at the current rate of attrition.,0,Attack,C,1,0,0,,
3487,the controversy is over whether it is man made or not,and if we can actually do anything about it from what i hear on the fringes the debate should not be about how to change or stop it but how to change to deal with it and what we should expect as society adapts to a change in climate,0,Attack,C,0,1,0,,
